Audi-a3,Audi-a5,Audi-q5,BMW-1-series,BMW-4-series,BMW-x3,Honda-pilot,Jeep-wrangler,MINI-clubman,MINI-countryman,Mazda-mazda5,Mercedes-Benz-gla,Mercedes-Benz-glk,Mitsubishi-outlander,Nissan-370z,Nissan-quest,Nissan-rogue-select,Subaru-outback,Toyota-tacoma,Volkswagen-cc,LABEL,PATH
5.7343291700817645e-05,2.472301048328518e-06,1.454205072332071e-11,4.2217475737516e-08,1.9642175175249577e-07,6.737546176353859e-13,1.0164613742733318e-16,3.7014109555144614e-09,7.304789412243551e-11,3.049688834799724e-10,6.745939798522699e-14,0.9999399185180664,1.2204221169420594e-15,8.79729969427423e-12,8.998062017706587e-11,7.061461761141727e-22,2.0473392425834902e-10,4.151155461040723e-11,7.512265858375833e-16,3.2077883101513938e-15,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_04.jpg
0.018892338499426842,0.00010294543608324602,5.952276449505689e-09,3.3992946555372328e-06,0.00015370162145700306,2.9676717490769236e-14,4.725795005206509e-17,1.161422602535822e-08,6.099259053371497e-08,2.552421938162297e-05,9.588683335835443e-14,0.9808201789855957,1.3532518855496889e-11,3.7227210203383265e-10,1.7296782743869699e-06,7.64519623802895e-23,6.896633264474872e-11,1.9439079679273163e-08,4.516465225087602e-15,4.0834025207383065e-14,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_06.jpg
0.3447871506214142,0.001326528494246304,1.4934670167221498e-09,3.787050673054182e-06,0.6374822854995728,1.3944366494822447e-10,2.3151336601382085e-14,2.010327126121536e-13,2.349894384678919e-05,4.561400590574749e-09,9.03799701745811e-08,5.7572465266275685e-06,8.102295501188905e-10,9.263252387370358e-09,5.510782557394123e-06,8.402445948220427e-13,0.0163562074303627,7.344739039183423e-09,8.567086384921041e-14,9.21839182410622e-06,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_6fbd22ce7275_02.jpg
0.031701602041721344,0.00011856210039695725,1.3589827858595527e-06,1.7769760233932175e-05,0.027967266738414764,8.189940392533401e-10,4.44319203651844e-09,1.5405348871566638e-11,2.978840640821545e-08,8.667490192237892e-07,1.331963943584924e-07,0.9393904209136963,1.5206552461677347e-06,2.9873881430830806e-05,0.0005182537133805454,6.387922135697721e-11,0.00012383620196487755,0.00012079646694473922,9.050535494659062e-12,7.627016657352215e-06,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_c53e374fdd72_02.jpg
0.00036380899837240577,0.01792370155453682,5.307555089872906e-11,1.0243493306916207e-05,0.9816995859146118,5.110847942774166e-12,4.944079000368529e-12,5.705993748354416e-22,2.0531716771188258e-08,1.3520523710222696e-14,9.286276281272876e-07,1.050280307168805e-09,3.245888668956809e-09,6.361226545514853e-10,1.7171080344269285e-06,5.036108926799801e-14,3.892304857464274e-16,5.291252868798099e-14,4.636946642627704e-12,3.592133168695e-08,Audi-a5,mini_pictures\test\Audi-a5\Audi-a5_17a1f1ab0ac3_14.jpg
0.3971768319606781,0.00039230534457601607,9.142487397184595e-05,2.6958337784321884e-09,0.5925660133361816,6.754351744575615e-08,7.519274092260275e-10,6.653673472549483e-20,1.1557301149878185e-05,8.868144933671385e-12,0.0027733861934393644,1.5404554298825701e-09,0.006314067170023918,2.4504667739400077e-10,7.644919242011383e-05,5.02631491983152e-10,3.6356419630454004e-16,2.6531452382294596e-11,6.191967827362532e-08,0.0005978246917948127,Audi-a5,mini_pictures\test\Audi-a5\Audi-a5_17a1f1ab0ac3_16.jpg
0.5714271664619446,0.10515020787715912,0.00016075542953331023,4.090470184792139e-09,1.2468450222513638e-05,2.839582066371804e-06,2.8947755650876594e-12,3.859450606324977e-11,0.07810471951961517,0.021389827132225037,3.733871545286149e-11,0.03617744520306587,3.443699769789532e-09,3.671915749237087e-07,0.18757355213165283,1.0251127204041754e-12,4.794290475729213e-07,2.524987330332351e-09,3.38933707488831e-11,7.248070232890313e-08,Audi-a5,mini_pictures\test\Audi-a5\Audi-a5_3edf4f51b428_11.jpg
0.8666146397590637,0.015629559755325317,1.0302088071512117e-07,3.673900891953963e-06,1.8314771295990795e-05,2.2016052753315307e-05,1.590603950635261e-12,7.260223089389228e-09,0.09895232319831848,2.8279927732910437e-07,1.9845376300509088e-05,3.768873966691899e-06,5.095338595495491e-10,9.160135761021593e-09,0.018732063472270966,4.6382765683805616e-11,3.2559141800447833e-06,3.0088312286125074e-08,3.555638769525693e-11,9.688572788491001e-08,Audi-a5,mini_pictures\test\Audi-a5\Audi-a5_6a548b4d774e_11.jpg
0.979247510433197,3.1449366360902786e-05,4.2426586688293355e-09,5.714645112675498e-07,0.020201198756694794,6.622254300481245e-09,2.6827349928168858e-17,2.611728684069701e-16,5.009838787373155e-06,4.096781580642528e-09,1.7196350654558046e-07,8.495272822983679e-07,7.087084012095263e-14,3.5354679184251836e-09,2.3197440604701136e-13,5.727561758206434e-10,9.74909767137433e-07,1.1374002434338948e-10,1.7297822245757044e-14,0.000512416590936482,Audi-a5,mini_pictures\test\Audi-a5\Audi-a5_75bc924cc8c1_02.jpg
0.00316281383857131,0.4328317940235138,6.044186307008204e-08,1.8565142478887964e-10,0.0027386113069951534,6.094453510741005e-07,3.9148569802582855e-11,5.607296853400723e-13,1.0081577528353591e-07,7.947698610344389e-10,6.789031772314047e-07,4.993687525711721e-07,1.4357623163291366e-12,2.2746871763956733e-07,5.762254318142368e-07,1.905615665265259e-09,0.00013216664956416935,2.8595379717444303e-06,4.5525307698982e-13,0.5611289739608765,Audi-a5,mini_pictures\test\Audi-a5\Audi-a5_c92229529657_02.jpg
4.587772764352849e-06,0.00012384701403789222,0.0012441464932635427,0.10015678405761719,4.5786524083268887e-07,4.816788077732781e-06,3.3246593412333825e-12,2.829769364253061e-14,0.006087461952120066,0.004016240127384663,2.7708309605078973e-11,0.04957813024520874,0.03498051315546036,0.00043683021795004606,5.6323720101954244e-14,8.127212519236284e-15,0.03591131418943405,0.7674546837806702,1.0200972155871568e-07,7.372563715080105e-08,Audi-q5,mini_pictures\test\Audi-q5\Audi-q5_1727aa24a99b_01.jpg
2.267314691550837e-08,4.308526331442408e-05,1.3554084034694824e-05,0.01058240607380867,6.62011188978795e-06,1.679864602976977e-08,9.130139005941729e-11,1.6421566450064234e-15,0.00014409991854336113,0.00021369443857111037,3.0427817383771316e-12,0.978211522102356,0.009319962933659554,0.00035641714930534363,1.9788421660831002e-13,7.32352461693826e-18,2.392156090991193e-07,0.0011083493009209633,4.097764627619682e-10,5.4413056282953676e-09,Audi-q5,mini_pictures\test\Audi-q5\Audi-q5_1727aa24a99b_16.jpg
0.0005133701488375664,0.0004742467135656625,0.004585049115121365,3.3469045778919664e-16,1.0339391565139522e-09,0.0039458307437598705,0.03291996940970421,2.736424198346299e-09,2.40637518800213e-07,6.848649718449451e-07,2.664006024133414e-05,1.79294795543683e-06,8.627889656054322e-07,0.45873937010765076,9.509748166074226e-15,0.4736883044242859,0.02199624292552471,0.003041904652491212,6.54292234685272e-05,3.1593838656363005e-08,Audi-q5,mini_pictures\test\Audi-q5\Audi-q5_d0e1e76af411_01.jpg
0.0010429596295580268,9.803141438169405e-06,0.01769597828388214,4.9104661580413184e-14,4.733830792247318e-06,0.0347294807434082,5.211391496118267e-08,3.1972238190292046e-09,5.995752871967852e-06,9.548183697916102e-06,2.0225614207447506e-05,9.9014787338092e-06,5.346507236936304e-08,0.024660274386405945,7.609067154135118e-09,0.9217763543128967,3.3994891168731556e-07,2.134422175004147e-05,1.7326194665656658e-06,1.1157636436109897e-05,Audi-q5,mini_pictures\test\Audi-q5\Audi-q5_d0e1e76af411_02.jpg
2.2934293353316093e-12,1.0432148478400904e-09,0.022245120257139206,1.9760445179022729e-13,8.79797554254047e-11,0.9615008234977722,1.631011627978296e-06,2.91047786049603e-06,0.0001397563173668459,7.013154572632629e-07,2.4005923915382255e-09,0.00013633930939249694,1.0281752338414663e-07,0.015834396705031395,6.858370886183088e-14,2.7860536647494882e-05,5.815340773551725e-05,5.251693437458016e-05,4.990676316651843e-08,2.1149776377791325e-21,Audi-q5,mini_pictures\test\Audi-q5\Audi-q5_d0e1e76af411_10.jpg
0.0005355709581635892,0.02532711625099182,0.008560910820960999,6.480347110482398e-06,4.128558472871191e-08,0.0013965668622404337,3.944157445090468e-09,2.3827972928103236e-10,0.03235694766044617,1.2689779396168888e-05,0.4467654824256897,0.00022899139730725437,2.464399244672677e-07,0.003156638704240322,2.3711088942945935e-05,1.628621362215199e-07,0.0005871117464266717,0.48101285099983215,8.45226733048321e-09,2.8416669010766782e-05,Audi-q5,mini_pictures\test\Audi-q5\Audi-q5_d4079904fc83_09.jpg
0.00017846169066615403,0.08698321133852005,0.13954001665115356,8.158790087975376e-09,0.00010823908087331802,1.5956726201693527e-05,5.856412826688029e-06,5.531002739145308e-12,0.000690651941113174,4.105975293100528e-08,9.642627446737606e-06,0.7579691410064697,5.062740005001842e-09,0.00850625429302454,3.322774233538439e-08,2.0507529541191616e-07,0.005029875785112381,0.0009096942958422005,1.7968437532545067e-05,3.4763830626616254e-05,Audi-q5,mini_pictures\test\Audi-q5\Audi-q5_d4079904fc83_16.jpg
1.3178771962607527e-10,4.761964737554081e-05,0.1952674835920334,5.294127358723699e-09,5.064813013433422e-09,2.0038556613144465e-05,8.534692460671067e-05,4.999032812390823e-16,3.95102350836396e-09,8.012509766786025e-09,6.036533252429255e-12,0.7761224508285522,8.236879693868104e-07,0.028456220403313637,2.687394085043593e-09,4.074522497177213e-09,4.6886661220213455e-12,1.753072131904787e-09,5.627406096664345e-09,7.746495285509969e-12,Audi-q5,mini_pictures\test\Audi-q5\Audi-q5_f93a4878aedb_02.jpg
