Audi-a3,Audi-a5,Audi-q5,BMW-1-series,BMW-4-series,BMW-x3,Honda-pilot,Jeep-wrangler,MINI-clubman,MINI-countryman,Mazda-mazda5,Mercedes-Benz-gla,Mercedes-Benz-glk,Mitsubishi-outlander,Nissan-370z,Nissan-quest,Nissan-rogue-select,Subaru-outback,Toyota-tacoma,Volkswagen-cc,LABEL,PATH
0.9236214756965637,0.056375011801719666,0.006458649877458811,0.0059142387472093105,0.00022027584782335907,4.328211798565462e-05,4.408884923812195e-10,7.028020526655965e-11,0.00046566672972403467,2.9245093173813075e-05,2.4107650915539125e-06,0.002127234358340502,1.0344698466724367e-06,0.00021139121963642538,0.00011475200881250203,1.0162720274695114e-12,7.468152034562081e-07,0.0001456091267755255,1.9572642884213565e-07,0.0042688255198299885,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_02.jpg
0.9693552255630493,0.030428446829319,7.17001676093787e-05,3.7405945363389037e-07,0.00010718838893808424,2.0034643455346668e-07,3.812946594745903e-14,3.1689348823910594e-17,8.373506261705188e-07,2.1114990644832687e-08,9.010969392875268e-07,1.9023784261662513e-05,4.206958781338699e-09,3.2418506634712685e-06,2.5499431899334013e-08,1.5640482005775495e-14,1.7108360561568503e-10,2.0863280951743945e-06,2.4114024579219295e-12,1.0711547474784311e-05,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_04.jpg
0.6964734196662903,0.25341537594795227,0.0020065063145011663,0.00010937310435110703,0.0025963555090129375,2.036581645370461e-05,1.1081885192484875e-12,8.839386809859386e-15,0.0001932702725753188,4.418483149493113e-05,1.8326394638279453e-05,0.04428365081548691,1.2607604737979727e-08,0.00021818443201482296,0.0002975993847940117,2.4862934383832955e-14,7.300452580238925e-07,3.724214911926538e-05,5.757153868218845e-12,0.00028535668388940394,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_06.jpg
0.8406658172607422,0.15801751613616943,4.1789564875216456e-07,3.652282612165436e-05,0.0009298539371229708,2.4757078165293933e-08,1.7692651619284822e-15,4.759953739621797e-15,0.0002918044338002801,1.6696682791916828e-07,4.203344161624045e-08,4.2587302573338093e-07,1.0888725338054073e-10,9.168903716272325e-07,1.503019029769348e-05,9.064344414029584e-17,1.615398960430614e-11,7.597353146593377e-07,1.7395819507104449e-10,4.076561162946746e-05,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_11.jpg
0.9970340728759766,6.911483797011897e-05,7.891611312516034e-05,0.0003905940393451601,0.0003105462819803506,3.40617773986196e-08,8.465072718309707e-13,3.549018285809867e-16,0.00043355918023735285,5.600531494565075e-06,3.297884859421174e-06,0.00011961213022004813,3.7306083555677105e-08,0.00016417457663919777,5.8045237949500006e-08,1.8444475547579886e-12,1.6274119829517986e-08,5.204030003369553e-06,1.724254853480156e-12,0.001385234296321869,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_6fbd22ce7275_02.jpg
0.9999986886978149,3.123979297470214e-07,1.1589922799259966e-08,5.7295870270479554e-09,2.3074210986351318e-08,2.1489320739531692e-12,4.696841378001196e-20,6.462586377133453e-24,8.42546976631553e-10,1.1358844420605863e-11,6.156603005180727e-10,6.038436417554749e-09,5.179271725039292e-13,4.24465840254129e-09,1.83622343404629e-14,4.135174109850326e-19,3.114058761289479e-13,5.163756533477226e-09,2.1525817033418495e-17,9.233377795681008e-07,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_6fbd22ce7275_07.jpg
0.9607957601547241,1.4754203220945783e-05,7.021080250524392e-08,0.00018170381372328848,0.007501018233597279,8.22370171960074e-09,2.150278170772012e-17,8.934495410928599e-20,8.019158485694788e-06,6.964551158006316e-09,1.5272617019945756e-05,7.452697445842205e-06,9.363242126081417e-11,3.129344179342297e-07,7.167396898211109e-09,2.989609563597631e-14,2.554345623906329e-10,2.223549557811566e-07,4.1922273486851014e-13,0.03147530555725098,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_6fbd22ce7275_10.jpg
0.9998483657836914,3.095091233262792e-05,2.0311395019234624e-06,4.270958925189916e-06,1.7109481632360257e-05,8.040071386439251e-10,1.5113444553466714e-14,4.657872889004065e-17,3.50484356204106e-07,7.860372908119473e-10,4.1061596789404575e-07,3.52256483893143e-06,2.4231046609202167e-06,1.0872123645810916e-08,2.9661809008985074e-08,2.347378383319343e-15,1.715960273179773e-12,4.370090422867179e-08,4.503531607965433e-13,9.05191627680324e-05,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_766d06abbb29_03.jpg
0.9989375472068787,0.00011018334043910727,1.551954710521386e-06,9.390320883539971e-06,0.0001936717890202999,4.824946220338688e-09,1.336997122714477e-14,1.0464287630181173e-18,7.269530897247023e-07,4.621285992767454e-12,2.7530300030775834e-06,2.3181830499652278e-07,1.0173774711574879e-08,1.9146984868712025e-06,9.075026841109946e-10,9.131141887530267e-14,3.3966225665427174e-11,3.962518135836035e-08,2.556579080381649e-12,0.0007421430200338364,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_766d06abbb29_08.jpg
0.9996423721313477,2.3984378003660822e-06,6.259835117816692e-06,0.00020396435866132379,1.2981699910596944e-06,1.53644421629906e-08,4.5958737168597455e-15,4.1654225538877417e-19,1.4914445500835427e-07,2.146113731171795e-09,1.227567963724141e-06,8.18541411717888e-06,1.4321062113964445e-09,1.3245822856333689e-06,1.595265412823732e-11,4.282779422851981e-15,8.831044229218321e-11,1.7397728697687853e-06,1.284843677848771e-13,0.00013100684736855328,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_7cb4454776b7_10.jpg
0.9863947629928589,0.01347377896308899,9.93661342363339e-06,2.1976362404529937e-05,5.428653366834624e-06,4.202772352357442e-09,1.934622192737638e-15,5.9373287289769965e-19,1.6963151665549958e-06,1.295561435910031e-10,1.0763089974830109e-08,7.198772800620645e-05,1.3194735082322495e-08,9.853602378484538e-09,9.286175384204398e-08,3.213072247260154e-17,1.596761611821762e-11,5.2763260427468595e-09,3.772763891711663e-16,2.037595368165057e-05,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_9dfaeb835626_04.jpg
