Audi-a3,Audi-a5,Audi-q5,BMW-1-series,BMW-4-series,BMW-x3,Honda-pilot,Jeep-wrangler,MINI-clubman,MINI-countryman,Mazda-mazda5,Mercedes-Benz-gla,Mercedes-Benz-glk,Mitsubishi-outlander,Nissan-370z,Nissan-quest,Nissan-rogue-select,Subaru-outback,Toyota-tacoma,Volkswagen-cc,LABEL,PATH
0.9992064833641052,0.0007897979812696576,3.6307408208813285e-06,3.9043444033382e-09,2.4029802592195892e-09,1.6602159100612135e-12,6.30899107641799e-15,7.07853853491843e-18,3.329321540679331e-10,1.2330038899610596e-11,5.674206330491538e-12,6.279540798459493e-08,5.68680356711343e-13,4.35183443101006e-12,7.163786897024238e-09,1.7481139080445582e-20,1.1562487078897732e-12,6.413021669260388e-09,2.5515785997384885e-18,3.8293972437486445e-09,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_02.jpg
0.9999939203262329,5.851998139405623e-06,2.2058327386886845e-11,7.816157118235856e-13,8.024679254425848e-10,7.484471213365512e-15,8.488621074342289e-23,1.3250758905471103e-21,2.0141696643882767e-10,9.937925184383758e-14,2.305315574191642e-16,8.589042721496298e-08,2.1033168112916613e-17,2.1812079255951154e-14,4.4476332102113495e-15,4.322859646036058e-25,2.4651888078211547e-16,7.076048655100197e-16,3.061846260492597e-19,1.716479687274841e-07,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_04.jpg
0.9999346733093262,6.0060960095142946e-05,2.372292813579424e-11,1.8448717553631866e-10,1.8526630896076313e-08,9.421868286038355e-16,2.6922049083442706e-21,2.9223386312703488e-21,9.506825188188017e-11,6.435440559355438e-14,1.0423960672803804e-16,4.772322427015752e-06,2.8793872572840175e-17,7.428223143470143e-15,8.913884204603349e-15,4.928082114168736e-25,9.786332714253193e-14,5.237097647908806e-14,2.8233338361182744e-21,5.2112937964921e-07,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_06.jpg
1.0,2.4746265481212504e-08,2.6333117544158346e-12,1.2938006446901705e-14,1.1105359253721359e-12,2.257036390264041e-15,4.651213827326281e-23,2.969889197640252e-21,8.173614237695637e-13,7.35849698605639e-18,1.2761032149117081e-18,1.2363312413762872e-12,5.426472193174933e-20,6.646590457106295e-15,3.139132888409754e-17,3.216649481923679e-27,5.907955286931297e-20,7.697245148561964e-16,7.69959460619941e-16,4.3568068597288345e-10,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_5ee6ce7e5db6_11.jpg
0.9999991655349731,4.745969306441111e-08,3.140121843103749e-11,1.42775080647084e-09,1.0397267491413231e-09,2.1280260726171596e-15,3.647719482929668e-20,1.0717914855681729e-22,3.8659816681274606e-08,1.4529341063607148e-09,3.4398345283293e-11,2.8009900177039526e-08,1.1065103098107515e-14,7.63393584457539e-11,6.568464034403115e-14,6.072992541173384e-22,3.5210310466831643e-15,6.431269362547343e-13,9.278403487429735e-25,8.022621500458627e-07,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_6fbd22ce7275_02.jpg
1.0,3.3992380850216e-14,4.950396709955073e-16,2.1043914874563363e-11,1.013297112884004e-09,5.262626814363236e-13,9.569549367795785e-24,3.6489101367263278e-25,3.903491245516033e-12,1.7839300021629736e-16,7.35926619123417e-15,1.1182025357742154e-12,1.8808418551063965e-19,3.9222008853376147e-16,1.9405156338482523e-20,2.9636329391887337e-27,3.780828340201238e-18,4.917207721558092e-19,2.255005724357596e-22,3.807915788245353e-11,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_6fbd22ce7275_07.jpg
1.0,4.085694976785348e-11,2.9002154004103067e-15,1.0523783927629538e-10,2.549334077173171e-09,6.600284012912849e-13,6.510626822970055e-23,5.8231673606836e-23,5.055951213250864e-10,1.962762871882736e-14,9.66803026525298e-13,1.3362377176973084e-11,5.822091095914937e-19,8.607431919451479e-15,5.683668417463629e-18,5.759069408916275e-27,2.2523710353609604e-18,1.3963447985072488e-16,3.3377115763904e-20,7.97730909107841e-11,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_6fbd22ce7275_10.jpg
0.9999996423721313,2.4854500679794e-07,2.355260986242058e-10,1.2722540798648652e-09,1.225239572022474e-07,3.7710991013933937e-13,8.461888921572512e-18,1.762678264497887e-20,1.882297703120761e-12,4.783303049845809e-16,3.3004462606910784e-14,1.7114113945448928e-12,1.3982093477818425e-13,1.1355675209564261e-14,4.815027499979752e-13,9.183764041845596e-23,1.461146723264694e-17,6.984931732777276e-16,1.1499161300427384e-17,2.18072249147383e-09,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_766d06abbb29_03.jpg
0.9999638795852661,5.750750631250412e-08,2.550978091958589e-13,4.4768185603061283e-08,2.511290517759335e-07,1.294219289030285e-12,6.510461330463553e-17,8.18276950299432e-21,9.481809781775041e-10,1.1605051238356584e-15,1.508565516429583e-12,4.1337221839965466e-11,2.3681031619562877e-15,1.0297756571076011e-11,3.5266791657134755e-12,9.957019410338713e-21,4.869341778039369e-18,7.175187297070972e-15,2.3614287540901606e-14,3.589711559470743e-05,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_766d06abbb29_08.jpg
0.9999213218688965,7.618506788276136e-05,3.6523428725843132e-09,2.044534539891174e-06,6.161067034327061e-08,3.0445765808635727e-13,1.9953027397238744e-18,1.6937579636008807e-20,6.609301550497548e-09,3.299100359219209e-13,6.663990631425266e-15,2.0580178272666672e-07,7.32066171175099e-16,3.5091225480954336e-09,6.291809850900165e-10,1.779378323643671e-24,7.29712954828949e-16,6.2130721574515935e-12,6.234355191787151e-16,1.5244366124989028e-07,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_7cb4454776b7_10.jpg
0.9999630451202393,3.678927896544337e-05,1.1331100502331992e-09,6.689725040587291e-08,3.628624511975431e-08,6.97176648009612e-12,3.9770107143816516e-19,5.143040048753345e-20,7.577914407086439e-10,5.368187177331313e-14,1.1143517342606171e-13,6.832302723580597e-09,2.943501020181982e-13,5.885691239937429e-13,5.635166777651079e-10,4.78261817484129e-23,1.3867081311361162e-14,1.6960547278687538e-14,1.6104912877289993e-18,3.6798454061681696e-08,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_9dfaeb835626_04.jpg
0.9999974966049194,2.519462896088953e-06,7.768406577735032e-12,2.896489437187455e-10,1.2130741966487335e-09,1.1023118427769198e-15,2.546017496792037e-21,8.584061884276996e-23,8.509915320163708e-13,1.6011994851901298e-17,1.9400335421305108e-16,2.1279119959138892e-12,1.3518692424990732e-15,3.6983999575964516e-16,5.00341738526866e-13,6.38857216830248e-26,8.894021308460015e-17,1.4812474900824184e-15,1.6395238748167772e-21,3.4110327895575665e-09,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_9dfaeb835626_06.jpg
0.9998372793197632,0.00013237065286375582,3.691856542697991e-10,5.105930256377178e-08,6.150475655886112e-06,3.196813647132757e-11,2.6619911109400027e-14,1.3424422728578484e-18,4.4879100435935015e-09,1.7766379188134673e-13,4.768308577846048e-12,2.1322145826729866e-08,1.0274372092044029e-13,1.2075654365339972e-10,1.2500520618630162e-09,2.2890734527302445e-19,4.4699139883724e-15,4.2838003110057254e-12,3.480421029503078e-12,2.408042928436771e-05,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_9dfaeb835626_10.jpg
0.9999700784683228,2.8297969038248993e-05,3.0104804760178183e-10,1.8133382795326725e-08,2.1078395207041467e-07,2.5955253571408043e-12,3.387860680571437e-18,1.110844109052189e-19,8.937474371695231e-11,1.983488158739449e-15,1.201007202760243e-13,3.818592109183783e-09,1.0739419776921184e-14,1.490311454972748e-12,6.4928839214883904e-12,1.5584794419253296e-23,9.525224982679867e-14,2.013292690113827e-13,1.4539913007733806e-18,1.4691528349430882e-06,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_9dfaeb835626_12.jpg
1.0,4.430387079423781e-08,3.531264169964743e-11,1.271280059000901e-08,3.1238817088663495e-11,3.672982491070842e-12,5.883892861406071e-19,1.1621572243761503e-19,5.6170029738567e-10,7.049157264849004e-14,4.473560804023509e-14,3.2239419467394725e-11,1.4833900980389808e-13,6.5708663553668e-13,1.5230450581271704e-11,4.225427289692943e-22,6.11962034391682e-16,5.536871417084754e-15,7.365658715799874e-18,2.335504012407341e-09,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_9dfaeb835626_14.jpg
0.9999988079071045,1.0233419516225695e-06,1.507545555057277e-08,1.2609155941589734e-09,6.590301193654113e-09,6.411526691507685e-12,3.519903688182016e-14,9.996507481205391e-18,4.9083626052492946e-09,2.7915590845861704e-12,2.652227569510668e-11,6.490990500651606e-08,4.930567412686493e-11,3.2624385831736546e-11,1.3043546798208183e-10,1.4941009784833472e-18,3.6567800111748927e-13,8.989443738005587e-12,1.9478000401634447e-16,7.88596299372557e-09,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_9dfaeb835626_16.jpg
0.9999997615814209,1.8656205469369525e-08,4.812538145770873e-10,5.3729715121519916e-11,6.596035523331878e-11,1.957673897935632e-14,7.906662795114259e-17,4.685830621569189e-24,6.407269853569986e-11,3.2269954937380607e-13,1.3307537363727029e-11,3.913748969353037e-08,3.2332010332924987e-12,1.4811872702750334e-13,6.070232749615101e-13,1.5429760241882483e-20,2.0238709111034958e-17,8.21014783936036e-12,8.979925539380108e-23,2.1138447436896968e-07,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_ab38d376843a_01.jpg
1.0,7.59529827920602e-10,4.663567166988958e-13,1.0776619939305287e-13,4.010064849624406e-11,8.191299879058492e-16,1.0173490232780318e-23,7.123835521691964e-25,1.7493766851783832e-11,1.8828053757058297e-15,3.862661668925689e-15,2.480651534880751e-12,1.0632682825897064e-16,7.104572489598985e-16,8.564843791077802e-17,4.0455286922726904e-25,2.3933666461829177e-20,2.5253776124768407e-17,4.809616781550298e-23,3.7227543270290653e-09,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_ab38d376843a_03.jpg
0.9999918937683105,1.7010740975820227e-06,5.2142706818969486e-11,2.715711822087741e-10,2.7988735382677987e-06,2.278262214300275e-12,5.262430412833756e-18,5.495966996856751e-20,1.4045205970480978e-12,6.893185888491018e-16,1.7728980597694763e-16,3.350210704411438e-07,5.383330178252441e-15,6.408098166411479e-15,1.6781815737401673e-12,1.2562912838232218e-23,1.0917385157848016e-16,1.6350656822187044e-16,3.3570713638109883e-18,3.303879111626884e-06,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_ac17fa7cb0a7_05.jpg
1.0,3.1297833213983495e-09,1.3592603431700212e-10,1.075919388304758e-11,5.199614350193116e-11,3.1651567183996112e-15,1.6921888562625953e-17,4.691877634838161e-24,5.5975356294535317e-11,1.874173342561458e-12,9.351856095074496e-11,1.1586478304570491e-10,6.549057628667254e-13,1.4987761465939942e-13,9.863684906490935e-16,5.0066884351708006e-23,1.8139781320073503e-18,4.785296118370698e-15,1.970026282912959e-23,1.466262111726735e-09,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_adde7e9bebb9_02.jpg
1.0,1.0963038116207358e-10,6.072953148391139e-14,6.74291013107696e-14,1.279895026767841e-12,5.07628086060421e-18,7.71256458068159e-22,1.7846209976936445e-27,1.0974899171422615e-14,3.953396413953276e-18,3.5454567240248997e-15,2.3468011388361187e-13,1.1740698535601235e-16,1.4859080771164484e-16,2.448032234056677e-19,1.6383547073232003e-26,1.3508059079463271e-22,4.552655783921019e-19,5.215029405626264e-26,8.000199391844376e-10,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_adde7e9bebb9_03.jpg
1.0,2.1609121603205494e-08,1.8066988877185608e-11,9.200852302271301e-10,5.293540605855185e-10,9.777642833840722e-14,2.6976122279943113e-22,1.2812459519268022e-23,6.170877177302803e-12,1.3695303823751378e-16,2.4595941128528927e-14,7.276980233672514e-12,2.749663129090617e-15,4.0545699003785964e-16,2.171531378854035e-15,2.881463292185848e-26,3.2099347511967403e-18,2.2009840941673287e-18,1.0386786388638502e-21,6.478162450918035e-11,Audi-a3,mini_pictures\test\Audi-a3\Audi-a3_adde7e9bebb9_04.jpg
